Stimulus,TargetScore,features,Cluster,Time Period,Frequency,Estimator,SHAP_value
Haiku,Moved,"CL6_(-4, 0)_delta",CL6,"(-4, 0)",delta,LightGBM,-0.00010798819723618329
Haiku,Moved,"CL6_(-4, 0)_lower gamma",CL6,"(-4, 0)",lower gamma,LightGBM,-0.0018541506021287574
Haiku,Moved,"CL6_(-4, 0)_theta",CL6,"(-4, 0)",theta,LightGBM,0.005855738875416338
Haiku,Moved,"CL6_(0, 5)_alpha",CL6,"(0, 5)",alpha,LightGBM,0.000362490932513708
Haiku,Moved,"CL6_(0, 5)_beta",CL6,"(0, 5)",beta,LightGBM,0.0015319834430780662
Haiku,Moved,"CL6_(0, 5)_delta",CL6,"(0, 5)",delta,LightGBM,0.0011396219190373687
Haiku,Moved,"CL6_(0, 5)_lower gamma",CL6,"(0, 5)",lower gamma,LightGBM,0.001588828532979585
Haiku,Moved,"CL6_(0, 5)_theta",CL6,"(0, 5)",theta,LightGBM,-0.004477854028490077
Haiku,Moved,"CL6_(5, 10)_alpha",CL6,"(5, 10)",alpha,LightGBM,0.00047215078669469204
Haiku,Moved,"CL6_(5, 10)_beta",CL6,"(5, 10)",beta,LightGBM,9.619640694929997e-06
Haiku,Moved,"CL6_(5, 10)_delta",CL6,"(5, 10)",delta,LightGBM,0.0029419770208354012
Haiku,Moved,"CL6_(5, 10)_lower gamma",CL6,"(5, 10)",lower gamma,LightGBM,0.0011762155858235622
Haiku,Moved,"CL6_(5, 10)_theta",CL6,"(5, 10)",theta,LightGBM,0.0011366976876663096
Haiku,Originality,"CL1_(-4, 0)_alpha",CL1,"(-4, 0)",alpha,LightGBM,0.0029200867566476314
Haiku,Originality,"CL1_(-4, 0)_beta",CL1,"(-4, 0)",beta,LightGBM,0.07554330042474142
Haiku,Originality,"CL1_(-4, 0)_delta",CL1,"(-4, 0)",delta,LightGBM,-0.0004168498957899028
Haiku,Originality,"CL1_(-4, 0)_lower gamma",CL1,"(-4, 0)",lower gamma,LightGBM,0.008535607621254826
Haiku,Originality,"CL1_(-4, 0)_theta",CL1,"(-4, 0)",theta,LightGBM,-0.0010066031314396055
Haiku,Originality,"CL1_(0, 5)_alpha",CL1,"(0, 5)",alpha,LightGBM,-0.00405721128049506
Haiku,Originality,"CL1_(0, 5)_beta",CL1,"(0, 5)",beta,LightGBM,0.006915433971350791
Haiku,Originality,"CL1_(0, 5)_delta",CL1,"(0, 5)",delta,LightGBM,0.024180097531891112
Haiku,Originality,"CL1_(0, 5)_lower gamma",CL1,"(0, 5)",lower gamma,LightGBM,0.005204801857324157
Haiku,Originality,"CL1_(0, 5)_theta",CL1,"(0, 5)",theta,LightGBM,0.0031019959499690225
Haiku,Originality,"CL1_(5, 10)_alpha",CL1,"(5, 10)",alpha,LightGBM,0.008554441410627401
Haiku,Originality,"CL1_(5, 10)_beta",CL1,"(5, 10)",beta,LightGBM,-0.021154057430072547
Haiku,Originality,"CL1_(5, 10)_delta",CL1,"(5, 10)",delta,LightGBM,0.014578475085837327
Haiku,Originality,"CL1_(5, 10)_lower gamma",CL1,"(5, 10)",lower gamma,LightGBM,-0.0064403318115538975
Haiku,Originality,"CL1_(5, 10)_theta",CL1,"(5, 10)",theta,LightGBM,0.014225856089874445
Haiku,Originality,"CL2_(-4, 0)_alpha",CL2,"(-4, 0)",alpha,LightGBM,0.010970680109686931
Haiku,Originality,"CL2_(-4, 0)_beta",CL2,"(-4, 0)",beta,LightGBM,0.013371526149248332
Haiku,Originality,"CL2_(-4, 0)_delta",CL2,"(-4, 0)",delta,LightGBM,0.0024636997282231057
Haiku,Originality,"CL2_(-4, 0)_lower gamma",CL2,"(-4, 0)",lower gamma,LightGBM,-0.004873408713996544
Haiku,Originality,"CL2_(-4, 0)_theta",CL2,"(-4, 0)",theta,LightGBM,-0.0016688519594558271
Haiku,Originality,"CL2_(0, 5)_alpha",CL2,"(0, 5)",alpha,LightGBM,0.034970519330282425
Haiku,Originality,"CL2_(0, 5)_beta",CL2,"(0, 5)",beta,LightGBM,-0.0066209986502802675
Haiku,Originality,"CL2_(0, 5)_delta",CL2,"(0, 5)",delta,LightGBM,0.004895900688079791
Haiku,Originality,"CL2_(0, 5)_lower gamma",CL2,"(0, 5)",lower gamma,LightGBM,0.0013776098659031401
Haiku,Originality,"CL2_(0, 5)_theta",CL2,"(0, 5)",theta,LightGBM,0.00356108329033237
Haiku,Originality,"CL2_(5, 10)_alpha",CL2,"(5, 10)",alpha,LightGBM,0.023116571509890833
Haiku,Originality,"CL2_(5, 10)_beta",CL2,"(5, 10)",beta,LightGBM,0.0007949188664427265
Haiku,Originality,"CL2_(5, 10)_delta",CL2,"(5, 10)",delta,LightGBM,0.017890330292281573
Haiku,Originality,"CL2_(5, 10)_lower gamma",CL2,"(5, 10)",lower gamma,LightGBM,0.001873483096451882
Haiku,Originality,"CL2_(5, 10)_theta",CL2,"(5, 10)",theta,LightGBM,0.00039475410707404883
Haiku,Originality,"CL3_(-4, 0)_alpha",CL3,"(-4, 0)",alpha,LightGBM,0.007559934061021985
Haiku,Originality,"CL3_(-4, 0)_beta",CL3,"(-4, 0)",beta,LightGBM,0.006953459707373261
Haiku,Originality,"CL3_(-4, 0)_delta",CL3,"(-4, 0)",delta,LightGBM,0.00162269421568074
Haiku,Originality,"CL3_(-4, 0)_lower gamma",CL3,"(-4, 0)",lower gamma,LightGBM,0.009205819048912703
Haiku,Originality,"CL3_(-4, 0)_theta",CL3,"(-4, 0)",theta,LightGBM,-0.001915558466013745
Haiku,Originality,"CL3_(0, 5)_alpha",CL3,"(0, 5)",alpha,LightGBM,0.00882849039890659
Haiku,Originality,"CL3_(0, 5)_beta",CL3,"(0, 5)",beta,LightGBM,0.0040363950433280164
Haiku,Originality,"CL3_(0, 5)_delta",CL3,"(0, 5)",delta,LightGBM,0.00705434499390045
Haiku,Originality,"CL3_(0, 5)_lower gamma",CL3,"(0, 5)",lower gamma,LightGBM,0.026806170866780842
Haiku,Originality,"CL3_(0, 5)_theta",CL3,"(0, 5)",theta,LightGBM,0.0059349858986932945
Haiku,Originality,"CL3_(5, 10)_alpha",CL3,"(5, 10)",alpha,LightGBM,0.010366601114511213
Haiku,Originality,"CL3_(5, 10)_beta",CL3,"(5, 10)",beta,LightGBM,0.005795142582624836
Haiku,Originality,"CL3_(5, 10)_delta",CL3,"(5, 10)",delta,LightGBM,-0.008171889741349516
Haiku,Originality,"CL3_(5, 10)_lower gamma",CL3,"(5, 10)",lower gamma,LightGBM,0.003164471626499576
Haiku,Originality,"CL3_(5, 10)_theta",CL3,"(5, 10)",theta,LightGBM,-0.000698698501002809
Haiku,Originality,"CL4_(-4, 0)_alpha",CL4,"(-4, 0)",alpha,LightGBM,-0.00016222994343921416
Haiku,Originality,"CL4_(-4, 0)_beta",CL4,"(-4, 0)",beta,LightGBM,0.027695564212291482
Haiku,Originality,"CL4_(-4, 0)_delta",CL4,"(-4, 0)",delta,LightGBM,-0.0032241401550086365
Haiku,Originality,"CL4_(-4, 0)_lower gamma",CL4,"(-4, 0)",lower gamma,LightGBM,-0.006055091882182733
Haiku,Originality,"CL4_(-4, 0)_theta",CL4,"(-4, 0)",theta,LightGBM,-0.00033854362893798125
Haiku,Originality,"CL4_(0, 5)_alpha",CL4,"(0, 5)",alpha,LightGBM,0.0008614922755117733
Haiku,Originality,"CL4_(0, 5)_beta",CL4,"(0, 5)",beta,LightGBM,0.021392361217057062
Haiku,Originality,"CL4_(0, 5)_delta",CL4,"(0, 5)",delta,LightGBM,-0.0014307468842110565
Haiku,Originality,"CL4_(0, 5)_lower gamma",CL4,"(0, 5)",lower gamma,LightGBM,-0.08171131705769479
Haiku,Originality,"CL4_(0, 5)_theta",CL4,"(0, 5)",theta,LightGBM,0.007657653224064017
Haiku,Originality,"CL4_(5, 10)_alpha",CL4,"(5, 10)",alpha,LightGBM,-0.005141880758624879
Haiku,Originality,"CL4_(5, 10)_beta",CL4,"(5, 10)",beta,LightGBM,-0.04521217518333985
Haiku,Originality,"CL4_(5, 10)_delta",CL4,"(5, 10)",delta,LightGBM,0.0038309785461181417
Haiku,Originality,"CL4_(5, 10)_lower gamma",CL4,"(5, 10)",lower gamma,LightGBM,-0.008719051553181171
Haiku,Originality,"CL4_(5, 10)_theta",CL4,"(5, 10)",theta,LightGBM,0.006757066365708162
Haiku,Originality,"CL5_(-4, 0)_alpha",CL5,"(-4, 0)",alpha,LightGBM,-0.004252833965946775
Haiku,Originality,"CL5_(-4, 0)_beta",CL5,"(-4, 0)",beta,LightGBM,0.011491836509266553
Haiku,Originality,"CL5_(-4, 0)_delta",CL5,"(-4, 0)",delta,LightGBM,0.0019529550884165234
Haiku,Originality,"CL5_(-4, 0)_lower gamma",CL5,"(-4, 0)",lower gamma,LightGBM,0.015083776754649437
Haiku,Originality,"CL5_(-4, 0)_theta",CL5,"(-4, 0)",theta,LightGBM,0.00047584675617351387
Haiku,Originality,"CL5_(0, 5)_alpha",CL5,"(0, 5)",alpha,LightGBM,0.0022307707885124506
Haiku,Originality,"CL5_(0, 5)_beta",CL5,"(0, 5)",beta,LightGBM,0.03564089860878487
Haiku,Originality,"CL5_(0, 5)_delta",CL5,"(0, 5)",delta,LightGBM,0.0009230890748838483
Haiku,Originality,"CL5_(0, 5)_lower gamma",CL5,"(0, 5)",lower gamma,LightGBM,0.0006328966511662467
Haiku,Originality,"CL5_(0, 5)_theta",CL5,"(0, 5)",theta,LightGBM,0.006532230797067462
Haiku,Originality,"CL5_(5, 10)_alpha",CL5,"(5, 10)",alpha,LightGBM,0.005918214829511146
Haiku,Originality,"CL5_(5, 10)_beta",CL5,"(5, 10)",beta,LightGBM,-0.004651231838182038
Haiku,Originality,"CL5_(5, 10)_delta",CL5,"(5, 10)",delta,LightGBM,0.02022643687496557
Haiku,Originality,"CL5_(5, 10)_lower gamma",CL5,"(5, 10)",lower gamma,LightGBM,0.007345185060571823
Haiku,Originality,"CL5_(5, 10)_theta",CL5,"(5, 10)",theta,LightGBM,0.0015022538340008693
Haiku,Originality,"CL6_(-4, 0)_alpha",CL6,"(-4, 0)",alpha,LightGBM,0.0011084619672326816
Haiku,Originality,"CL6_(-4, 0)_beta",CL6,"(-4, 0)",beta,LightGBM,0.015256324233241846
Haiku,Originality,"CL6_(-4, 0)_delta",CL6,"(-4, 0)",delta,LightGBM,0.01663566951493142
Haiku,Originality,"CL6_(-4, 0)_lower gamma",CL6,"(-4, 0)",lower gamma,LightGBM,0.03792319675951204
Haiku,Originality,"CL6_(-4, 0)_theta",CL6,"(-4, 0)",theta,LightGBM,0.0033417385079232633
Haiku,Originality,"CL6_(0, 5)_alpha",CL6,"(0, 5)",alpha,LightGBM,0.015508699690702928
Haiku,Originality,"CL6_(0, 5)_beta",CL6,"(0, 5)",beta,LightGBM,0.06509788822621065
Haiku,Originality,"CL6_(0, 5)_delta",CL6,"(0, 5)",delta,LightGBM,0.02174764620781917
Haiku,Originality,"CL6_(0, 5)_lower gamma",CL6,"(0, 5)",lower gamma,LightGBM,0.07699915799100146
Haiku,Originality,"CL6_(0, 5)_theta",CL6,"(0, 5)",theta,LightGBM,0.013163799983595969
Haiku,Originality,"CL6_(5, 10)_alpha",CL6,"(5, 10)",alpha,LightGBM,0.015503798451468034
Haiku,Originality,"CL6_(5, 10)_beta",CL6,"(5, 10)",beta,LightGBM,0.006818014081929617
Haiku,Originality,"CL6_(5, 10)_delta",CL6,"(5, 10)",delta,LightGBM,0.008025585275252234
Haiku,Originality,"CL6_(5, 10)_lower gamma",CL6,"(5, 10)",lower gamma,LightGBM,-0.040402804642475004
Haiku,Originality,"CL6_(5, 10)_theta",CL6,"(5, 10)",theta,LightGBM,0.005113962969711981
Haiku,Vivid_Imagery,"CL1_(-4, 0)_alpha",CL1,"(-4, 0)",alpha,LightGBM,0.08065128531698822
Haiku,Vivid_Imagery,"CL1_(-4, 0)_beta",CL1,"(-4, 0)",beta,LightGBM,0.09947136693988984
Haiku,Vivid_Imagery,"CL1_(-4, 0)_delta",CL1,"(-4, 0)",delta,LightGBM,-0.02973006726359394
Haiku,Vivid_Imagery,"CL1_(-4, 0)_lower gamma",CL1,"(-4, 0)",lower gamma,LightGBM,0.1494074163202881
Haiku,Vivid_Imagery,"CL1_(-4, 0)_theta",CL1,"(-4, 0)",theta,LightGBM,0.04421659131412976
Haiku,Vivid_Imagery,"CL1_(0, 5)_alpha",CL1,"(0, 5)",alpha,LightGBM,0.022931241428633523
Haiku,Vivid_Imagery,"CL1_(0, 5)_beta",CL1,"(0, 5)",beta,LightGBM,0.053619824203340896
Haiku,Vivid_Imagery,"CL1_(0, 5)_delta",CL1,"(0, 5)",delta,LightGBM,0.003268223113589688
Haiku,Vivid_Imagery,"CL1_(0, 5)_lower gamma",CL1,"(0, 5)",lower gamma,LightGBM,0.06082350542151274
Haiku,Vivid_Imagery,"CL1_(0, 5)_theta",CL1,"(0, 5)",theta,LightGBM,0.012651827304733633
Haiku,Vivid_Imagery,"CL1_(5, 10)_alpha",CL1,"(5, 10)",alpha,LightGBM,0.032206895141652
Haiku,Vivid_Imagery,"CL1_(5, 10)_beta",CL1,"(5, 10)",beta,LightGBM,0.03058257169214519
Haiku,Vivid_Imagery,"CL1_(5, 10)_delta",CL1,"(5, 10)",delta,LightGBM,0.06619439451406488
Haiku,Vivid_Imagery,"CL1_(5, 10)_lower gamma",CL1,"(5, 10)",lower gamma,LightGBM,0.11067206959960349
Haiku,Vivid_Imagery,"CL1_(5, 10)_theta",CL1,"(5, 10)",theta,LightGBM,-0.003221217310083931
Haiku,Vivid_Imagery,"CL2_(-4, 0)_alpha",CL2,"(-4, 0)",alpha,LightGBM,0.08759734959319768
Haiku,Vivid_Imagery,"CL2_(-4, 0)_beta",CL2,"(-4, 0)",beta,LightGBM,0.020405123994173185
Haiku,Vivid_Imagery,"CL2_(-4, 0)_delta",CL2,"(-4, 0)",delta,LightGBM,0.049010728106270614
Haiku,Vivid_Imagery,"CL2_(-4, 0)_lower gamma",CL2,"(-4, 0)",lower gamma,LightGBM,0.06606724498266965
Haiku,Vivid_Imagery,"CL2_(-4, 0)_theta",CL2,"(-4, 0)",theta,LightGBM,0.12031720696523118
Haiku,Vivid_Imagery,"CL2_(0, 5)_alpha",CL2,"(0, 5)",alpha,LightGBM,0.021631379485487167
Haiku,Vivid_Imagery,"CL2_(0, 5)_beta",CL2,"(0, 5)",beta,LightGBM,0.01847738303406915
Haiku,Vivid_Imagery,"CL2_(0, 5)_delta",CL2,"(0, 5)",delta,LightGBM,0.08167908473518648
Haiku,Vivid_Imagery,"CL2_(0, 5)_lower gamma",CL2,"(0, 5)",lower gamma,LightGBM,-0.01272698806217137
Haiku,Vivid_Imagery,"CL2_(0, 5)_theta",CL2,"(0, 5)",theta,LightGBM,0.06408989933421336
Haiku,Vivid_Imagery,"CL2_(5, 10)_alpha",CL2,"(5, 10)",alpha,LightGBM,0.006391356062319423
Haiku,Vivid_Imagery,"CL2_(5, 10)_beta",CL2,"(5, 10)",beta,LightGBM,-0.006606651171305148
Haiku,Vivid_Imagery,"CL2_(5, 10)_delta",CL2,"(5, 10)",delta,LightGBM,-0.006462735827526945
Haiku,Vivid_Imagery,"CL2_(5, 10)_lower gamma",CL2,"(5, 10)",lower gamma,LightGBM,0.023368314755288316
Haiku,Vivid_Imagery,"CL2_(5, 10)_theta",CL2,"(5, 10)",theta,LightGBM,0.050708406422773765
Haiku,Vivid_Imagery,"CL3_(-4, 0)_alpha",CL3,"(-4, 0)",alpha,LightGBM,0.05332357329473975
Haiku,Vivid_Imagery,"CL3_(-4, 0)_beta",CL3,"(-4, 0)",beta,LightGBM,0.04499271769530847
Haiku,Vivid_Imagery,"CL3_(-4, 0)_delta",CL3,"(-4, 0)",delta,LightGBM,0.06266142452379321
Haiku,Vivid_Imagery,"CL3_(-4, 0)_lower gamma",CL3,"(-4, 0)",lower gamma,LightGBM,0.052746117035980866
Haiku,Vivid_Imagery,"CL3_(-4, 0)_theta",CL3,"(-4, 0)",theta,LightGBM,0.11860310958369186
Haiku,Vivid_Imagery,"CL3_(0, 5)_alpha",CL3,"(0, 5)",alpha,LightGBM,0.15739032211120046
Haiku,Vivid_Imagery,"CL3_(0, 5)_beta",CL3,"(0, 5)",beta,LightGBM,0.10613539636277664
Haiku,Vivid_Imagery,"CL3_(0, 5)_delta",CL3,"(0, 5)",delta,LightGBM,0.09257551767781964
Haiku,Vivid_Imagery,"CL3_(0, 5)_lower gamma",CL3,"(0, 5)",lower gamma,LightGBM,0.09102851767624263
Haiku,Vivid_Imagery,"CL3_(0, 5)_theta",CL3,"(0, 5)",theta,LightGBM,0.05977033460330319
Haiku,Vivid_Imagery,"CL3_(5, 10)_alpha",CL3,"(5, 10)",alpha,LightGBM,0.08847229407315148
Haiku,Vivid_Imagery,"CL3_(5, 10)_beta",CL3,"(5, 10)",beta,LightGBM,0.06835097116952399
Haiku,Vivid_Imagery,"CL3_(5, 10)_delta",CL3,"(5, 10)",delta,LightGBM,0.08887673732870444
Haiku,Vivid_Imagery,"CL3_(5, 10)_lower gamma",CL3,"(5, 10)",lower gamma,LightGBM,0.06551286934803356
Haiku,Vivid_Imagery,"CL3_(5, 10)_theta",CL3,"(5, 10)",theta,LightGBM,0.13504875724208107
Haiku,Vivid_Imagery,"CL4_(-4, 0)_alpha",CL4,"(-4, 0)",alpha,LightGBM,0.06614177654975599
Haiku,Vivid_Imagery,"CL4_(-4, 0)_beta",CL4,"(-4, 0)",beta,LightGBM,0.1090931421322253
Haiku,Vivid_Imagery,"CL4_(-4, 0)_delta",CL4,"(-4, 0)",delta,LightGBM,0.05203370468821828
Haiku,Vivid_Imagery,"CL4_(-4, 0)_lower gamma",CL4,"(-4, 0)",lower gamma,LightGBM,-0.017388591636986753
Haiku,Vivid_Imagery,"CL4_(-4, 0)_theta",CL4,"(-4, 0)",theta,LightGBM,0.02418410284262077
Haiku,Vivid_Imagery,"CL4_(0, 5)_alpha",CL4,"(0, 5)",alpha,LightGBM,0.0004004875610365791
Haiku,Vivid_Imagery,"CL4_(0, 5)_beta",CL4,"(0, 5)",beta,LightGBM,0.07693452161119499
Haiku,Vivid_Imagery,"CL4_(0, 5)_delta",CL4,"(0, 5)",delta,LightGBM,0.017573887579882895
Haiku,Vivid_Imagery,"CL4_(0, 5)_lower gamma",CL4,"(0, 5)",lower gamma,LightGBM,0.022612170554797164
Haiku,Vivid_Imagery,"CL4_(0, 5)_theta",CL4,"(0, 5)",theta,LightGBM,0.013334266893982675
Haiku,Vivid_Imagery,"CL4_(5, 10)_alpha",CL4,"(5, 10)",alpha,LightGBM,0.030438843386567924
Haiku,Vivid_Imagery,"CL4_(5, 10)_beta",CL4,"(5, 10)",beta,LightGBM,0.07160802269805776
Haiku,Vivid_Imagery,"CL4_(5, 10)_delta",CL4,"(5, 10)",delta,LightGBM,0.017650118023113368
Haiku,Vivid_Imagery,"CL4_(5, 10)_lower gamma",CL4,"(5, 10)",lower gamma,LightGBM,0.06547155894897841
Haiku,Vivid_Imagery,"CL4_(5, 10)_theta",CL4,"(5, 10)",theta,LightGBM,0.027275464179577203
Haiku,Vivid_Imagery,"CL5_(-4, 0)_alpha",CL5,"(-4, 0)",alpha,LightGBM,0.04040042386993374
Haiku,Vivid_Imagery,"CL5_(-4, 0)_beta",CL5,"(-4, 0)",beta,LightGBM,0.06829462631820225
Haiku,Vivid_Imagery,"CL5_(-4, 0)_delta",CL5,"(-4, 0)",delta,LightGBM,0.01728641661294836
Haiku,Vivid_Imagery,"CL5_(-4, 0)_lower gamma",CL5,"(-4, 0)",lower gamma,LightGBM,0.02821698065830631
Haiku,Vivid_Imagery,"CL5_(-4, 0)_theta",CL5,"(-4, 0)",theta,LightGBM,0.02627360710236324
Haiku,Vivid_Imagery,"CL5_(0, 5)_alpha",CL5,"(0, 5)",alpha,LightGBM,0.06682255684608097
Haiku,Vivid_Imagery,"CL5_(0, 5)_beta",CL5,"(0, 5)",beta,LightGBM,0.06517914567345078
Haiku,Vivid_Imagery,"CL5_(0, 5)_delta",CL5,"(0, 5)",delta,LightGBM,0.050795046512445506
Haiku,Vivid_Imagery,"CL5_(0, 5)_lower gamma",CL5,"(0, 5)",lower gamma,LightGBM,0.03475960693787675
Haiku,Vivid_Imagery,"CL5_(0, 5)_theta",CL5,"(0, 5)",theta,LightGBM,0.034430611328225016
Haiku,Vivid_Imagery,"CL5_(5, 10)_alpha",CL5,"(5, 10)",alpha,LightGBM,0.051582547305940356
Haiku,Vivid_Imagery,"CL5_(5, 10)_beta",CL5,"(5, 10)",beta,LightGBM,0.044451294419997206
Haiku,Vivid_Imagery,"CL5_(5, 10)_delta",CL5,"(5, 10)",delta,LightGBM,0.012848996526713556
Haiku,Vivid_Imagery,"CL5_(5, 10)_lower gamma",CL5,"(5, 10)",lower gamma,LightGBM,0.059855225833055296
Haiku,Vivid_Imagery,"CL5_(5, 10)_theta",CL5,"(5, 10)",theta,LightGBM,0.0955214826077516
Haiku,Vivid_Imagery,"CL6_(-4, 0)_alpha",CL6,"(-4, 0)",alpha,LightGBM,0.03543923440845458
Haiku,Vivid_Imagery,"CL6_(-4, 0)_beta",CL6,"(-4, 0)",beta,LightGBM,0.08618486921894063
Haiku,Vivid_Imagery,"CL6_(-4, 0)_delta",CL6,"(-4, 0)",delta,LightGBM,0.10338577261388289
Haiku,Vivid_Imagery,"CL6_(-4, 0)_lower gamma",CL6,"(-4, 0)",lower gamma,LightGBM,0.08927007908345083
Haiku,Vivid_Imagery,"CL6_(-4, 0)_theta",CL6,"(-4, 0)",theta,LightGBM,0.06735936519522732
Haiku,Vivid_Imagery,"CL6_(0, 5)_alpha",CL6,"(0, 5)",alpha,LightGBM,0.07628254530999866
Haiku,Vivid_Imagery,"CL6_(0, 5)_beta",CL6,"(0, 5)",beta,LightGBM,0.0356236774542128
Haiku,Vivid_Imagery,"CL6_(0, 5)_delta",CL6,"(0, 5)",delta,LightGBM,0.02877532911631472
Haiku,Vivid_Imagery,"CL6_(0, 5)_lower gamma",CL6,"(0, 5)",lower gamma,LightGBM,0.0851455898386288
Haiku,Vivid_Imagery,"CL6_(0, 5)_theta",CL6,"(0, 5)",theta,LightGBM,0.09829290234746774
Haiku,Vivid_Imagery,"CL6_(5, 10)_alpha",CL6,"(5, 10)",alpha,LightGBM,0.08326919869331231
Haiku,Vivid_Imagery,"CL6_(5, 10)_beta",CL6,"(5, 10)",beta,LightGBM,0.043077768665253584
Haiku,Vivid_Imagery,"CL6_(5, 10)_delta",CL6,"(5, 10)",delta,LightGBM,0.031941247658712736
Haiku,Vivid_Imagery,"CL6_(5, 10)_lower gamma",CL6,"(5, 10)",lower gamma,LightGBM,0.061760121184499625
Haiku,Vivid_Imagery,"CL6_(5, 10)_theta",CL6,"(5, 10)",theta,LightGBM,0.10551746019612164
Senryu,Aesthetic_Appeal,"CL1_(-4, 0)_alpha",CL1,"(-4, 0)",alpha,LightGBM,0.02028465855511441
Senryu,Aesthetic_Appeal,"CL1_(-4, 0)_beta",CL1,"(-4, 0)",beta,LightGBM,-0.004762810706774083
Senryu,Aesthetic_Appeal,"CL1_(-4, 0)_delta",CL1,"(-4, 0)",delta,LightGBM,0.014972534195137487
Senryu,Aesthetic_Appeal,"CL1_(-4, 0)_lower gamma",CL1,"(-4, 0)",lower gamma,LightGBM,0.0031597331615241947
Senryu,Aesthetic_Appeal,"CL1_(-4, 0)_theta",CL1,"(-4, 0)",theta,LightGBM,0.006248171706490514
Senryu,Aesthetic_Appeal,"CL1_(0, 5)_alpha",CL1,"(0, 5)",alpha,LightGBM,0.01899887441623312
Senryu,Aesthetic_Appeal,"CL1_(0, 5)_beta",CL1,"(0, 5)",beta,LightGBM,0.012513309285088427
Senryu,Aesthetic_Appeal,"CL1_(0, 5)_delta",CL1,"(0, 5)",delta,LightGBM,0.018308540788651885
Senryu,Aesthetic_Appeal,"CL1_(0, 5)_lower gamma",CL1,"(0, 5)",lower gamma,LightGBM,0.01575542764379152
Senryu,Aesthetic_Appeal,"CL1_(0, 5)_theta",CL1,"(0, 5)",theta,LightGBM,-0.002910280334190302
Senryu,Aesthetic_Appeal,"CL1_(5, 10)_alpha",CL1,"(5, 10)",alpha,LightGBM,0.005674280138743369
Senryu,Aesthetic_Appeal,"CL1_(5, 10)_beta",CL1,"(5, 10)",beta,LightGBM,0.011660273469868783
Senryu,Aesthetic_Appeal,"CL1_(5, 10)_delta",CL1,"(5, 10)",delta,LightGBM,0.006295107503038247
Senryu,Aesthetic_Appeal,"CL1_(5, 10)_lower gamma",CL1,"(5, 10)",lower gamma,LightGBM,0.005214226189819247
Senryu,Aesthetic_Appeal,"CL1_(5, 10)_theta",CL1,"(5, 10)",theta,LightGBM,0.0011243653114838426
Senryu,Aesthetic_Appeal,"CL2_(-4, 0)_alpha",CL2,"(-4, 0)",alpha,LightGBM,-0.008876057068282296
Senryu,Aesthetic_Appeal,"CL2_(-4, 0)_beta",CL2,"(-4, 0)",beta,LightGBM,0.041528291614914364
Senryu,Aesthetic_Appeal,"CL2_(-4, 0)_delta",CL2,"(-4, 0)",delta,LightGBM,0.00903199170424294
Senryu,Aesthetic_Appeal,"CL2_(-4, 0)_lower gamma",CL2,"(-4, 0)",lower gamma,LightGBM,0.0078248522696841
Senryu,Aesthetic_Appeal,"CL2_(-4, 0)_theta",CL2,"(-4, 0)",theta,LightGBM,0.004055931865663286
Senryu,Aesthetic_Appeal,"CL2_(0, 5)_alpha",CL2,"(0, 5)",alpha,LightGBM,-0.008978929489878447
Senryu,Aesthetic_Appeal,"CL2_(0, 5)_beta",CL2,"(0, 5)",beta,LightGBM,-0.010096210020760783
Senryu,Aesthetic_Appeal,"CL2_(0, 5)_delta",CL2,"(0, 5)",delta,LightGBM,0.023995002590553913
Senryu,Aesthetic_Appeal,"CL2_(0, 5)_lower gamma",CL2,"(0, 5)",lower gamma,LightGBM,-0.013872885914643814
Senryu,Aesthetic_Appeal,"CL2_(0, 5)_theta",CL2,"(0, 5)",theta,LightGBM,0.003183098978702244
Senryu,Aesthetic_Appeal,"CL2_(5, 10)_alpha",CL2,"(5, 10)",alpha,LightGBM,0.0031154989856644207
Senryu,Aesthetic_Appeal,"CL2_(5, 10)_beta",CL2,"(5, 10)",beta,LightGBM,0.0015344118111952642
Senryu,Aesthetic_Appeal,"CL2_(5, 10)_delta",CL2,"(5, 10)",delta,LightGBM,-0.009869408599794318
Senryu,Aesthetic_Appeal,"CL2_(5, 10)_lower gamma",CL2,"(5, 10)",lower gamma,LightGBM,-0.01805275582467105
Senryu,Aesthetic_Appeal,"CL2_(5, 10)_theta",CL2,"(5, 10)",theta,LightGBM,0.004196678835312482
Senryu,Aesthetic_Appeal,"CL3_(-4, 0)_alpha",CL3,"(-4, 0)",alpha,LightGBM,0.015557003769446286
Senryu,Aesthetic_Appeal,"CL3_(-4, 0)_beta",CL3,"(-4, 0)",beta,LightGBM,0.018431528428464423
Senryu,Aesthetic_Appeal,"CL3_(-4, 0)_delta",CL3,"(-4, 0)",delta,LightGBM,0.0017654864959362605
Senryu,Aesthetic_Appeal,"CL3_(-4, 0)_lower gamma",CL3,"(-4, 0)",lower gamma,LightGBM,0.07055695421171054
Senryu,Aesthetic_Appeal,"CL3_(-4, 0)_theta",CL3,"(-4, 0)",theta,LightGBM,0.04467449279798132
Senryu,Aesthetic_Appeal,"CL3_(0, 5)_alpha",CL3,"(0, 5)",alpha,LightGBM,0.025758048028282073
Senryu,Aesthetic_Appeal,"CL3_(0, 5)_beta",CL3,"(0, 5)",beta,LightGBM,0.023631816803067765
Senryu,Aesthetic_Appeal,"CL3_(0, 5)_delta",CL3,"(0, 5)",delta,LightGBM,0.010217054610065413
